current_account_nbr,avg_q4_spend,std_q4_spend,cu_crd_bureau_scr,ca_avg_utilz_lst_6_mnths,ca_max_dlq_lst_6_mnths,credit_risk_category
5rVeSpRWLJYZvjZQ,29.285000000000007,5.813728428065256,842.0,19.0,0.0,High Risk
Uo6KWmRU034Ni8Ak,21.77611111111111,4.073300640092155,704.0,37.0,1.0,High Risk
yN3WNxdUTkjDfP6U,39.8088888888889,8.941124346253295,573.0,34.0,2.0,High Risk
vKIo6AhEWZXstss0,55.698888888888895,10.232866822093056,652.0,78.0,0.0,High Risk
DegEXWChBT3QufC7,35.56277777777778,9.151771159697839,705.0,5.0,0.0,High Risk
BdfTHAIAPUT5GQuJ,29.153333333333332,6.601434781656984,742.0,7.0,0.0,High Risk
0RSMyY4rwqNlEZo8,90.17999999999999,21.019850282110788,614.0,0.0,0.0,Watchlist
e1JtiGUgGbK7AKIj,28.00055555555556,5.856602580920928,705.0,2.0,0.0,High Risk
EBeNjYw4nGQbvZbU,65.10888888888887,11.756782717617991,763.0,1.0,0.0,High Risk
dlIW3dUz8b4sVoi9,67.1572222222222,16.697040176438303,773.0,10.0,1.0,High Risk
lSVfjrhM7z1F2456,87.2433333333333,16.39594856700169,798.0,7.0,0.0,High Risk
ALGEFKtAYmHEiM7C,49.27611111111109,11.345790169713322,728.0,13.0,0.0,High Risk
0ZSsa3P70rJoFmgx,204.6211111111111,52.57677063549565,,,,Watchlist
DMBEk9bL1jfAe5OW,15.627777777777778,3.753571719521924,619.0,63.0,0.0,High Risk
HP7moupRBoEuLz6j,67.08000000000001,9.768737651002693,635.0,24.0,0.0,High Risk
88kg7CiqFU8B9kw0,17.134444444444448,4.121787479497674,620.0,8.0,0.0,High Risk
zQT6JxJ9rgAdDYwk,231.54388888888894,67.11135567441264,754.0,22.0,0.0,High Risk
PII6EHxHBqepaFZ5,26.018333333333334,9.941491336816625,674.0,22.0,0.0,High Risk
7Rj58Mn5XtBalWli,26.281666666666666,5.755182063865165,671.0,62.0,0.0,High Risk
o6kYNOWKjDl0wSTh,487.08444444444444,94.32395355570655,647.0,52.0,0.0,High Risk
huyzwDyP1TeEiapv,13.258333333333336,3.0593852708173443,813.0,0.0,0.0,Very Low Risk
7Fc7MJWNIq7GnEkw,87.4616666666667,19.829444016411554,731.0,2.0,0.0,High Risk
YSVTF2a4EQB8fKnn,89.23666666666668,7.806216225848851,725.0,56.0,0.0,High Risk
XHF0f8H97uToNEQJ,55.12222222222223,12.114832695577354,658.0,49.0,0.0,High Risk
Bef7gcLrAE11fhGC,204.6211111111111,52.57677063549565,,,,Watchlist
FSglswDATksbQMh5,58.754999999999995,15.975636689880586,701.0,1.0,0.0,High Risk
cMxkqiilMWQHnvCb,18.784444444444446,4.744288482229384,690.0,4.0,0.0,High Risk
iYgQUdhwZV7dtbws,204.6211111111111,52.57677063549565,,,,Watchlist
JR7C7TLaso2pt9zS,33.5761111111111,7.647830248922887,609.0,17.0,0.0,High Risk
LcyVlOgcVzGxUajT,204.6211111111111,52.57677063549565,755.0,7.0,1.0,High Risk
JcLGeLb3SvSQLHPM,583.7616666666669,160.30884722016694,757.0,6.0,0.0,High Risk
nr5hankBg06AnlYX,19.06777777777779,3.7777234905749566,844.0,1.0,0.0,High Risk
oPfOr1K8yFAmFMjs,18.543333333333337,3.6347521964243676,778.0,2.0,0.0,High Risk
JshEHDRgOp6V4UAl,204.6211111111111,52.57677063549565,654.0,34.0,0.0,High Risk
3lavZvawKt9JTwoX,330.45166666666665,93.90569125457732,824.0,50.0,0.0,High Risk
Lxptbai4Ydb1zmHN,42.921111111111095,10.019413443492287,697.0,32.0,1.0,High Risk
RNAOToQEJLAre84j,204.6211111111111,52.57677063549565,685.0,8.0,0.0,High Risk
i4hHTPgigr6j5qWp,59.38055555555554,5.360788432159871,545.0,31.0,0.0,High Risk
KaumwTipQLMsvTHp,204.6211111111111,52.57677063549565,770.0,0.0,0.0,Very Low Risk
k9pfu4AvHxziUEMh,43.06111111111113,11.31579837264952,839.0,30.0,0.0,High Risk
ZSWfOyvdbMInTcCf,32.45666666666666,6.987480400898538,595.0,73.0,1.0,High Risk
74FAXtVFnKVGvuNz,50.23333333333334,11.315424142709446,692.0,10.0,0.0,High Risk
LGhFFQXnm6KbI4AK,38.254999999999995,7.818620496646978,646.0,51.0,0.0,High Risk
yfdCElxXjtquDaLj,36.56888888888889,8.397084850525694,625.0,49.0,0.0,High Risk
uX6mtlduLizIn4oM,34.52333333333333,10.825687860226658,674.0,11.0,0.0,High Risk
7sDjQOZU4TVHT8w0,29.004999999999995,5.742125298282551,761.0,1.0,0.0,High Risk
g98tzTzVi9kpq8KE,84.21055555555556,21.504193427499676,801.0,0.0,0.0,Very Low Risk
ykWWJPsEpJ6Yoq1K,28.58055555555556,7.0890457934363695,790.0,1.0,0.0,High Risk
ZhX4QfNVk3kWhwii,67.98500000000003,17.833305341740907,632.0,1.0,0.0,High Risk
Y4zPiajcWDEJ3bN7,30.67388888888889,5.72007932780131,754.0,45.0,0.0,High Risk
oylIJqewUjGNbdf7,26.901666666666674,6.04691097610517,798.0,0.0,0.0,Very Low Risk
4xQXtXwrtN4Mw5Lr,74.98277777777774,15.413965327720929,649.0,63.0,1.0,High Risk
RS1G9j4VVumlgsTp,37.392777777777766,9.789499660083312,737.0,22.0,0.0,High Risk
HRqQt6c1c3KkiBfW,34.09555555555556,7.035286040610047,570.0,18.0,0.0,High Risk
x1gnoTxMohahipCu,38.06111111111112,9.847546059739596,610.0,46.0,0.0,High Risk
WdbjzvEzVdFZljoU,94.27444444444444,14.2373808819981,830.0,4.0,0.0,High Risk
7zrC15mL3qr7DDqz,40.607222222222234,8.567083246909483,753.0,40.0,0.0,High Risk
ZqtyUFxFkaYM3ZNj,16.551666666666666,4.440641514333658,799.0,13.0,0.0,High Risk
tx6qmTcu1QcreGVp,16.447222222222223,3.841672132189554,772.0,2.0,0.0,High Risk
86X8HeiOcZ0R4TgF,204.6211111111111,52.57677063549565,801.0,0.0,0.0,Very Low Risk
BullbY75GB2MvjVX,23.19722222222223,5.383073477611046,715.0,5.0,1.0,High Risk
9ebuYKM65JErC2fc,36.448333333333345,8.293640547396045,643.0,44.0,0.0,High Risk
yQjSuS6Jg7XkxiEB,16.13444444444444,3.504419432025162,727.0,2.0,0.0,High Risk
QvrmeAAzXLoYwJFe,55.53722222222222,10.217853927752582,645.0,47.0,0.0,High Risk
9JCYMyYiRohvNF9f,37.47055555555558,7.43894716793447,752.0,34.0,0.0,High Risk
LEw6ilx6Ek4JLGQD,40.393888888888895,8.892293516687813,735.0,65.0,0.0,High Risk
KI5qLsMjfgzf8ZYD,204.6211111111111,52.57677063549565,790.0,0.0,0.0,Very Low Risk
ODZRHZadg9JJOZI6,204.6211111111111,52.57677063549565,621.0,5.0,0.0,High Risk
ZIkxydMuB6Q8MKOD,204.6211111111111,52.57677063549565,650.0,0.0,0.0,Low Risk
jKa5SaE4cZTfLjnf,204.6211111111111,52.57677063549565,,,,Watchlist
njSNUyQCsIWM6FHC,12.913333333333334,3.1941785282899002,613.0,10.0,0.0,High Risk
AvTYUQErbQJNS4Cu,45.02944444444445,9.80149956847674,660.0,95.0,1.0,High Risk
wOP1HW5HiWQCdm8U,41.216111111111104,7.636492218204167,615.0,52.0,1.0,High Risk
uLutsLiWRF8o2ETy,204.6211111111111,52.57677063549565,,,,Watchlist
e95LrzLJ2dKsCHiZ,22.47444444444444,4.917533124051508,634.0,99.0,0.0,High Risk
nrdg064T24R7qa9L,204.6211111111111,52.57677063549565,,,,Watchlist
WVxxEP85fVeA33tz,44.4338888888889,10.366405661552575,785.0,58.0,0.0,High Risk
b1KuBV0p5WDQKErZ,48.59833333333333,13.598525979808597,823.0,3.0,0.0,High Risk
ZFuNQ1L31qG7s65c,13.364444444444441,3.36056406718771,806.0,0.0,0.0,Very Low Risk
iDxf1396q9qsUELj,103.275,19.75027512838894,755.0,28.0,0.0,High Risk
pJ3yvjLnudC5XYZd,16.88555555555556,4.140976330205265,800.0,1.0,1.0,High Risk
UlXPV3huLS8yJiDT,17.115555555555556,4.273884061052693,815.0,0.0,0.0,Very Low Risk
30z0oQX5JseeUHbu,588.6177777777779,264.3123586960646,710.0,43.0,0.0,High Risk
vVfZeg03oMyRKlwi,35.3038888888889,6.766736235516038,664.0,21.0,0.0,High Risk
QU0R3ZFRkau6WIIk,39.35888888888889,9.027467815694427,686.0,42.0,0.0,High Risk
gXMmAep12gB4KeZG,25.10333333333333,5.553802089295119,617.0,61.0,1.0,High Risk
yaWq7zkWQY8Sse4j,30.644444444444446,5.592359516994616,682.0,36.0,1.0,High Risk
1AQQW4FKy0TsAZh1,38.77555555555557,10.090247022115973,782.0,4.0,0.0,High Risk
6y0pJTJcBKQKrgzc,108.39611111111113,29.693348262628646,768.0,74.0,0.0,High Risk
wxHC3MFcJG8KmLn0,42.42555555555555,18.011218145504966,794.0,7.0,0.0,High Risk
3RmhPZZoHhglghoz,25.35444444444445,5.592640355305431,716.0,3.0,0.0,High Risk
oyaBBh9fNT9AuEYE,34.97666666666666,3.382896426923845,746.0,58.0,0.0,High Risk
W7qOXr7d0fKJg9q2,27.726111111111113,5.750131598380406,646.0,65.0,0.0,High Risk
ZCpsf3FVlN8bGPRP,157.82555555555558,37.3471901805087,680.0,51.0,0.0,High Risk
uklieYrTTfnhMTsQ,183.92666666666668,34.52156546787734,833.0,6.0,0.0,High Risk
y4GZdPLgQPJzt519,204.6211111111111,52.57677063549565,703.0,0.0,0.0,Low Risk
zOdSFJ4aVoIHyinP,21.63166666666666,6.586364033096759,716.0,5.0,0.0,High Risk
UiM6CQChyVYow8hI,234.21277777777783,42.17680792952666,651.0,11.0,0.0,High Risk
jiHeVlgVE8APkesK,75.33388888888891,16.91025068130497,805.0,13.0,0.0,High Risk
qtoBcdOqbr8dx651,106.81555555555559,20.700724972306766,639.0,1.0,0.0,High Risk
Ak35lzM7tVJzkW1D,464.343888888889,153.50321250284247,715.0,23.0,0.0,High Risk
BZ6KCbIN83Oxt49o,20.97611111111111,5.085891834441035,612.0,51.0,0.0,High Risk
se47RL69CWcXnmSH,96.67222222222225,22.281514774664554,829.0,19.0,0.0,High Risk
voN6iuNdOMbzwc55,23.88444444444444,8.231479191081188,737.0,9.0,0.0,High Risk
k2k0C1pxCvHg0oeP,74.19888888888886,16.529079504952648,763.0,2.0,0.0,High Risk
i56i94r9LaniPNQT,215.9011111111111,36.04211994954676,817.0,52.0,0.0,High Risk
a5JmdVMvmTXRrpCW,38.768333333333345,8.469358090822954,651.0,85.0,1.0,High Risk
U6aOytOD5ur76e4O,12.886111111111113,3.156932872805295,685.0,1.0,0.0,High Risk
yznD20Yl68TQsZW5,22.502777777777784,5.1708661301514764,527.0,60.0,1.0,High Risk
rzMd4R02LRKLhoG9,76.31,14.367103355357662,829.0,2.0,1.0,High Risk
F0rzKL0wfW5vm8Ns,40.25500000000002,7.6625600467851624,631.0,0.0,0.0,Watchlist
2xUXZe5YGWhrLxjy,21.134444444444444,5.992320793877113,818.0,1.0,0.0,High Risk
NwQCQQkhIX3jobRe,31.559999999999995,6.764692071597157,792.0,1.0,0.0,High Risk
RkTA55mheFd8emaa,26.172222222222228,5.3923873961414674,601.0,50.0,0.0,High Risk
Y0ouPtJzArshg0dt,21.80444444444445,4.196361480282963,607.0,18.0,0.0,High Risk
CtuHah8MiKVdlWVq,28.108888888888895,13.440132128591108,770.0,0.0,0.0,Very Low Risk
Yg09GDBHJgL6Hty0,72.42722222222221,9.234852019933259,778.0,21.0,0.0,High Risk
NdNYsm1jXKD6lxQc,49.95,9.586105754132474,703.0,63.0,0.0,High Risk
67k1GyLy1jyP51p0,35.79166666666666,7.723574492498694,686.0,35.0,0.0,High Risk
j7ERhiMwakGRSCuM,49.20722222222223,6.267090332987874,807.0,28.0,0.0,High Risk
rUsyKkJBdESB5uKK,204.6211111111111,52.57677063549565,584.0,51.0,1.0,High Risk
NcBv9dTyVNPK2YOW,26.85000000000001,5.903910966967773,837.0,32.0,0.0,High Risk
Qu9A8pv5BhThJMg0,43.620555555555555,10.098482397470729,652.0,75.0,0.0,High Risk
vd6WEymPlQ6f48fF,22.888888888888882,5.337966002678514,532.0,99.0,0.0,High Risk
rGbT90MmnMaqGxXd,40.692222222222206,9.164353290976404,613.0,81.0,0.0,High Risk
hdlI29OE5wEQ7h2u,86.42111111111109,15.956733739521601,783.0,59.0,0.0,High Risk
1hsErB6ABSwdaz2k,22.888333333333335,5.129121298440665,690.0,19.0,0.0,High Risk
zMYxjPgw3bnwdLPz,29.752777777777776,5.760308208212021,585.0,14.0,0.0,High Risk
EUGowgYd7snYsqaT,187.10444444444443,37.98351472480756,675.0,17.0,0.0,High Risk
raTnuLiWNJSj1d6T,204.6211111111111,52.57677063549565,,,,Watchlist
aiRZV2Jqu7ivDQN9,16.46666666666666,3.4365526502073354,686.0,15.0,0.0,High Risk
RxITGM2iBPMvagHm,204.6211111111111,52.57677063549565,788.0,2.0,0.0,High Risk
H6lVPS8XSFklXPcx,33.83000000000001,6.1876822611302424,629.0,3.0,1.0,High Risk
7hshqvENVXm1bqqu,108.31666666666666,30.525526251666435,740.0,6.0,0.0,High Risk
bgeoWuA44De3qmEh,41.0961111111111,8.601887028874325,804.0,77.0,0.0,High Risk
xEbLGYrJCykkOkUh,32.82222222222222,6.183112252270939,522.0,49.0,1.0,High Risk
JhcNf4awVQDoGLBA,25.543333333333337,6.481208129934527,793.0,0.0,0.0,Very Low Risk
Kk688B3SKCf7qsLM,2114.925555555556,1411.6697435649503,772.0,0.0,0.0,High Risk
ysoSPXn8f6ilKcT3,204.6211111111111,52.57677063549565,829.0,3.0,0.0,High Risk
yS8WqJaz3eu4RFqB,467.35388888888906,98.00384381050563,844.0,34.0,0.0,High Risk
XETvzAXihUsdi3xD,249.77999999999994,62.56301707784202,797.0,0.0,0.0,Very Low Risk
M5Lb6Vx5muCvmEU2,46.79999999999999,14.153374156009585,708.0,12.0,0.0,High Risk
IdjDyHXsOBtFDldw,204.6211111111111,52.57677063549565,,,,Watchlist
rO3YNv40GpCq6fN0,16.50611111111111,3.882902399720038,681.0,13.0,0.0,High Risk
vfmOPtyKPTLhDdJ3,50.60722222222223,10.16548705789265,634.0,85.0,0.0,High Risk
EKu6CAn75Tk8HwIB,27.272222222222222,8.792872484913433,830.0,6.0,1.0,High Risk
a24AtZ0djHXXgCZm,56.05500000000001,10.85074150353194,619.0,52.0,0.0,High Risk
apoG6DbvKFEXmjyu,58.72999999999999,20.445799511074615,673.0,78.0,0.0,High Risk
lDokVzaaOfxD3TSx,22.070000000000007,6.166335550198922,710.0,2.0,0.0,High Risk
UXllMwthFOXnvPpB,32.628888888888895,6.420145580985351,658.0,27.0,0.0,High Risk
zkVP9LzTZGEyDWqU,26.01444444444444,5.651903606669612,669.0,28.0,0.0,High Risk
UhtHn7ZRdPbpYVcI,24.30777777777777,31.064630834582424,840.0,8.0,1.0,High Risk
08yAVs3VkBqof9IF,59.204444444444434,11.700187138886598,538.0,59.0,0.0,High Risk
qJ6Ns2A8Q8KLkbnJ,11.776666666666664,3.777434548037317,638.0,5.0,2.0,High Risk
XtjB502CU5S5bgpU,14.040555555555558,3.5839486475808675,794.0,0.0,0.0,Very Low Risk
luZ5vNM995o6B7Ij,204.6211111111111,52.57677063549565,,,,Watchlist
lOPykbR9ZamgAt10,121.14666666666666,29.887612818691295,701.0,50.0,0.0,High Risk
lZWikERkC9yGrNXh,83.51333333333334,28.164245167984767,709.0,22.0,0.0,High Risk
IrYEMT5O8cQSbqDu,204.6211111111111,52.57677063549565,772.0,0.0,0.0,Very Low Risk
8dOBBRyDiZFx7Wgi,86.05499999999996,26.31410944497938,615.0,90.0,0.0,High Risk
0YAT1pVUH8lD3yyi,41.62444444444444,11.222271565283355,700.0,3.0,0.0,High Risk
OVr1IQXPXzUIBKaV,126.29277777777777,57.002377432932875,755.0,100.0,0.0,High Risk
XNVBCjoU6JnhhDOP,286.26222222222236,66.00637229091245,764.0,33.0,0.0,High Risk
1w6EsmIHwbGMwMRb,35.81722222222223,8.077562099861826,818.0,41.0,0.0,High Risk
Ncs3v2qbcyK3BjDw,30.178333333333335,3.451898454644411,573.0,0.0,0.0,High Risk
GeMStRIcQFyozTVT,78.98555555555554,16.641743129224324,798.0,17.0,0.0,High Risk
fCKW5G8ZLiBFUEGb,96.86944444444447,10.630296588315662,836.0,71.0,0.0,High Risk
nQF3YZPA2DK3CuN3,35.51166666666667,6.0798802716539635,734.0,50.0,0.0,High Risk
4R5MsgFJSrAoFuq1,38.805000000000014,8.148006071498502,640.0,62.0,0.0,High Risk
Yp9sm3etWIKt3KNg,296.35222222222217,91.99851958882788,819.0,18.0,0.0,High Risk
40usM7fMZZih5cSU,39.48444444444445,9.39530747843726,845.0,21.0,0.0,High Risk
DnszdaNrgnnaW6Wh,38.698333333333345,8.04082981523966,796.0,1.0,0.0,High Risk
O9Xd8qHyZTc8iMnS,89.44444444444444,20.45828991249735,793.0,8.0,0.0,High Risk
6oxItYCjD6kFJdyW,111.19388888888888,32.214126448042286,788.0,24.0,0.0,High Risk
1JdEXYO9YZIIk5Ys,78.85000000000002,14.996973812386678,814.0,28.0,0.0,High Risk
MihFd92fTQWmpHmG,66.88944444444442,10.758658604459956,655.0,62.0,0.0,High Risk
x6nd7lWdG999K8Rf,16.30833333333333,3.2580944448810425,797.0,1.0,0.0,High Risk
yTqIemNSdeOQ02Fd,204.6211111111111,52.57677063549565,,,,Watchlist
qfpqivnetq0XZKdv,16.47555555555556,3.242426872906125,579.0,1.0,1.0,High Risk
ZW36U073d4i92Z5L,20.73944444444444,5.220816334886181,642.0,43.0,0.0,High Risk
1tGsnSNwSEkR7EuK,63.88888888888888,15.92925089220859,814.0,1.0,0.0,High Risk
j1qPKmviel3r7upQ,151.1761111111111,148.24747573047412,811.0,0.0,0.0,Very Low Risk
dEIm0duIJH6kNCRc,26.234999999999996,5.7772130977202645,682.0,8.0,0.0,High Risk
XVQhbHvKAsOXCey4,204.6211111111111,52.57677063549565,813.0,0.0,0.0,Very Low Risk
AyP9c2EVBAYIDBLA,129.9077777777778,34.566712065317056,691.0,50.0,0.0,High Risk
xWVUytRRcin125po,18.157222222222224,3.810446639801067,610.0,58.0,0.0,High Risk
L08KZM6Wd4dLzIAW,204.6211111111111,52.57677063549565,784.0,0.0,0.0,Very Low Risk
JFJuculqAlSJQ34K,272.2744444444445,77.21664032960028,573.0,13.0,0.0,High Risk
n6IoOoRVWYsk8TaR,189.08722222222218,40.507400312354775,761.0,14.0,0.0,High Risk
weCFJdq2ylgZS4t1,204.6211111111111,52.57677063549565,810.0,0.0,0.0,Very Low Risk
9zyoyIhn9DcTSEbN,37.57055555555556,7.704599445420837,673.0,10.0,0.0,High Risk
ozaazK8CM0uTfiY8,33.99611111111111,5.595585590854203,820.0,11.0,0.0,High Risk
bMYU8bxxEg18VbWt,86.15333333333334,10.375403039655572,609.0,80.0,0.0,High Risk
HCw7GHze42ggq0QV,204.6211111111111,52.57677063549565,658.0,19.0,0.0,High Risk
pGE55ylvBVcZe4Jn,40.700555555555574,7.892832543235385,637.0,27.0,0.0,High Risk
UBMfQQF0iEdVmlxX,204.6211111111111,52.57677063549565,846.0,0.0,0.0,Very Low Risk
iX0EG53WsJpPC7YA,40.1161111111111,9.554437921035865,714.0,10.0,0.0,High Risk
nsRrEl0IA9IfI7cH,372.5077777777778,28.225915617005242,814.0,0.0,0.0,Very Low Risk
MQ8XQz0wBEIFpyWr,300.28555555555556,67.2557081086997,744.0,13.0,0.0,High Risk
IkwMKwIoXjLSyo5y,206.60055555555553,34.06370545147675,821.0,0.0,0.0,Very Low Risk
XIv6auxtI2E1rZxD,62.278888888888886,12.160550920612538,706.0,4.0,0.0,High Risk
dHoqfmiBD7qkWRjk,48.36055555555557,13.58281980263486,664.0,80.0,1.0,High Risk
8to5HGP9gN551J84,204.6211111111111,52.57677063549565,807.0,0.0,0.0,Very Low Risk
LiIcz0dRjvoGsV8h,204.6211111111111,52.57677063549565,,,,Watchlist
jH5U4JVAnsbhpiiA,204.6211111111111,52.57677063549565,707.0,0.0,0.0,Low Risk
exFmA1vh45AbEEL4,108.6611111111111,19.117022869649258,688.0,29.0,0.0,High Risk
nuGUYJ75l6Mopfss,27.263333333333335,4.615015136040439,820.0,0.0,0.0,Very Low Risk
BKyy6xdpFgQWGTPv,26.856666666666673,5.553414424001316,620.0,21.0,0.0,High Risk
NJX4RAxMbbByN2hL,36.44944444444445,10.797860611753128,648.0,0.0,0.0,Watchlist
6F80EQzp5KEKgjN8,48.7272222222222,14.164723292310105,729.0,15.0,0.0,High Risk
rAe8O0Z54YWp0Oja,39.309444444444445,9.221829901490601,581.0,78.0,0.0,High Risk
9VPMKYPQuw4gR4wk,128.61055555555555,24.69956048006719,756.0,4.0,0.0,High Risk
QyPOi63oXgkA18xb,44.33555555555555,13.025294948550378,752.0,19.0,0.0,High Risk
VY4LdiJCEgGSzsN2,437.711111111111,119.3083357814034,793.0,25.0,0.0,High Risk
5LtaUij0JQr2yOjP,12.739444444444441,3.1193861994690404,781.0,0.0,0.0,Very Low Risk
8CccwvWajtt9uQKv,53.451666666666675,20.230287791270964,799.0,23.0,0.0,High Risk
HZysktycLZhlTWSI,62.91500000000001,20.239211287236756,698.0,7.0,0.0,High Risk
UykX0FKLYEdN2BDB,39.59222222222222,7.966979319486414,623.0,63.0,0.0,High Risk
fHSd57oPmtK1poUm,13.320555555555558,3.3451360162660446,727.0,0.0,0.0,Very Low Risk
ADsl3pTWcPFyouZQ,204.6211111111111,52.57677063549565,,,,Watchlist
ORv9n9yrWkVGjeyZ,82.1522222222222,7.923572839063683,623.0,68.0,0.0,High Risk
NJniRE2MjasGXm1n,50.43666666666665,10.520437253270417,625.0,80.0,1.0,High Risk
htFySpC3Pkb6dREw,27.93111111111111,5.693313817296761,662.0,2.0,0.0,High Risk
tjfUyZjatEXbmw14,65.34722222222221,11.273673552107013,735.0,7.0,0.0,High Risk
Ix4wveQwPq1FcsS2,34.56166666666667,8.90404419020798,629.0,0.0,0.0,Watchlist
jhhWs5hZxF2UAZyR,25.17222222222222,5.589217092976288,657.0,74.0,0.0,High Risk
pCz3B3yfpXlORZcD,27.277777777777775,5.406521721419698,623.0,35.0,0.0,High Risk
1oQvn7g1MwL96SWj,19.53,4.243778837725808,843.0,0.0,0.0,Very Low Risk
MuiwYUguPgXqy5Ui,204.6211111111111,52.57677063549565,557.0,90.0,0.0,High Risk
wKsthWPJvS2LwdEq,26.85000000000001,5.903910966967773,790.0,4.0,0.0,High Risk
SATnaIlIMXSMBV6y,15.83,3.425679838067355,688.0,19.0,0.0,High Risk
X8No6tA0JnjJJGcu,25.741111111111106,9.69474562897127,694.0,0.0,0.0,Low Risk
RjrNuAyfTC24XuFH,63.613333333333316,16.655929521803767,641.0,44.0,0.0,High Risk
1l1xOXtX50VVhM4V,136.0061111111111,23.9724987381715,808.0,3.0,0.0,High Risk
WgfnCnJZouAYTJxe,199.77555555555557,113.46928261310207,768.0,87.0,0.0,High Risk
WKVeiOBHbpd9eTrN,19.988888888888887,5.453183515847999,647.0,17.0,0.0,High Risk
EPhxGi1XLOKXzrgD,99.60277777777777,32.87566269617113,819.0,32.0,0.0,High Risk
VNzenQpJSODFxJRS,25.865,6.6818720958936595,623.0,1.0,0.0,High Risk
ep1uqMOMMbxUphvz,31.08555555555554,7.086310931251825,725.0,12.0,0.0,High Risk
nvU5XT7A7MsErgBl,1023.1783333333333,353.37968835817037,829.0,0.0,0.0,High Risk
6k1cWCXDtVFduNyU,204.6211111111111,52.57677063549565,827.0,0.0,0.0,Very Low Risk
JSrI4vFfXv01z7OQ,62.12444444444446,11.97722162725967,778.0,49.0,0.0,High Risk
bfW1VmtYglGLM7Z6,14.96388888888889,3.8632737395799572,639.0,8.0,0.0,High Risk
MzSexScs23t7sS0g,55.111666666666665,10.351517223263913,598.0,22.0,0.0,High Risk
r8J5ZZTHeOwdOEEW,26.89888888888889,5.675012193704327,635.0,59.0,0.0,High Risk
XsWSmSZE3RDD3MQm,204.6211111111111,52.57677063549565,,,,Watchlist
tCp5UkndUQcZUlFN,40.802222222222234,9.33552768322086,614.0,74.0,0.0,High Risk
X92yE49VgrliOtSZ,18.163888888888884,3.465577176084626,627.0,8.0,0.0,High Risk
13U6Xlfl0akZuE5q,46.959444444444436,12.78039605030354,773.0,21.0,0.0,High Risk
SYwsmkzbbmuIiMx8,16.677222222222227,3.9636255025144598,826.0,2.0,1.0,High Risk
CxpQXtzxUS7Enbqy,204.6211111111111,52.57677063549565,687.0,0.0,0.0,Low Risk
zASRsge7ARFvkE2E,178.58111111111117,33.68467776808721,727.0,0.0,0.0,Very Low Risk
cizyu4z0cNqbw6qS,78.55166666666669,25.288865313088476,799.0,30.0,0.0,High Risk
mN4X331f76WN1ryv,40.91499999999999,7.934335103171014,783.0,7.0,0.0,High Risk
VWmFptsCR2T4rv7K,63.801666666666655,15.421091839730796,705.0,8.0,0.0,High Risk
dNsFpRKRAPA0gCpD,162.21277777777772,53.50828542830656,697.0,16.0,0.0,High Risk
4mF2ZqEWIPLSL6qd,25.151666666666667,5.375557153066307,700.0,2.0,0.0,High Risk
TPx1cz4wuscRjXV8,73.31500000000003,24.16323952034675,778.0,84.0,0.0,High Risk
