current_account_nbr,credit_risk_category,avg_q4_spend,cu_crd_line,recommended_credit_line_increase
RkTA55mheFd8emaa,High Risk,26.172222222222228,1000.0,No Increase
Y0ouPtJzArshg0dt,High Risk,21.80444444444445,3000.0,No Increase
CtuHah8MiKVdlWVq,Very Low Risk,28.10888888888889,5000.0,250.0
Yg09GDBHJgL6Hty0,High Risk,72.42722222222221,2000.0,No Increase
NdNYsm1jXKD6lxQc,High Risk,49.95,1600.0,No Increase
67k1GyLy1jyP51p0,High Risk,35.79166666666666,3000.0,No Increase
j7ERhiMwakGRSCuM,High Risk,49.20722222222223,1000.0,No Increase
rUsyKkJBdESB5uKK,High Risk,204.6211111111111,1800.0,No Increase
NcBv9dTyVNPK2YOW,High Risk,26.85000000000001,10000.0,No Increase
Qu9A8pv5BhThJMg0,High Risk,43.62055555555556,2200.0,No Increase
vd6WEymPlQ6f48fF,High Risk,22.88888888888888,700.0,No Increase
rGbT90MmnMaqGxXd,High Risk,40.692222222222206,1800.0,No Increase
hdlI29OE5wEQ7h2u,High Risk,86.42111111111109,8800.0,No Increase
1hsErB6ABSwdaz2k,High Risk,22.888333333333332,1000.0,No Increase
zMYxjPgw3bnwdLPz,High Risk,29.752777777777776,1300.0,No Increase
EUGowgYd7snYsqaT,High Risk,187.10444444444445,8000.0,No Increase
raTnuLiWNJSj1d6T,Watchlist,204.6211111111111,,Data Missing
aiRZV2Jqu7ivDQN9,High Risk,16.46666666666666,500.0,No Increase
RxITGM2iBPMvagHm,High Risk,204.6211111111111,7000.0,No Increase
H6lVPS8XSFklXPcx,High Risk,33.83000000000001,2400.0,No Increase
7hshqvENVXm1bqqu,High Risk,108.31666666666666,6000.0,No Increase
bgeoWuA44De3qmEh,High Risk,41.0961111111111,4500.0,No Increase
xEbLGYrJCykkOkUh,High Risk,32.82222222222222,590.0,No Increase
JhcNf4awVQDoGLBA,Very Low Risk,25.543333333333337,25000.0,1250.0
Kk688B3SKCf7qsLM,High Risk,2114.925555555556,20700.0,No Increase
ysoSPXn8f6ilKcT3,High Risk,204.6211111111111,750.0,No Increase
yS8WqJaz3eu4RFqB,High Risk,467.35388888888906,3100.0,No Increase
XETvzAXihUsdi3xD,Very Low Risk,249.77999999999997,9000.0,450.0
M5Lb6Vx5muCvmEU2,High Risk,46.79999999999999,1100.0,No Increase
IdjDyHXsOBtFDldw,Watchlist,204.6211111111111,,Data Missing
rO3YNv40GpCq6fN0,High Risk,16.50611111111111,400.0,No Increase
vfmOPtyKPTLhDdJ3,High Risk,50.60722222222223,400.0,No Increase
EKu6CAn75Tk8HwIB,High Risk,27.272222222222226,3400.0,No Increase
a24AtZ0djHXXgCZm,High Risk,56.05500000000001,1500.0,No Increase
apoG6DbvKFEXmjyu,High Risk,58.72999999999999,7000.0,No Increase
lDokVzaaOfxD3TSx,High Risk,22.070000000000007,5000.0,No Increase
UXllMwthFOXnvPpB,High Risk,32.628888888888895,5400.0,No Increase
zkVP9LzTZGEyDWqU,High Risk,26.01444444444444,1500.0,No Increase
UhtHn7ZRdPbpYVcI,High Risk,24.30777777777777,3500.0,No Increase
08yAVs3VkBqof9IF,High Risk,59.204444444444434,2500.0,No Increase
qJ6Ns2A8Q8KLkbnJ,High Risk,11.776666666666664,3000.0,No Increase
XtjB502CU5S5bgpU,Very Low Risk,14.040555555555558,5000.0,250.0
luZ5vNM995o6B7Ij,Watchlist,204.6211111111111,,Data Missing
lOPykbR9ZamgAt10,High Risk,121.14666666666666,5500.0,No Increase
lZWikERkC9yGrNXh,High Risk,83.51333333333334,1500.0,No Increase
IrYEMT5O8cQSbqDu,Very Low Risk,204.6211111111111,8000.0,400.0
8dOBBRyDiZFx7Wgi,High Risk,86.05499999999996,3000.0,No Increase
0YAT1pVUH8lD3yyi,High Risk,41.62444444444444,500.0,No Increase
OVr1IQXPXzUIBKaV,High Risk,126.29277777777776,18000.0,No Increase
XNVBCjoU6JnhhDOP,High Risk,286.2622222222224,5500.0,No Increase
1w6EsmIHwbGMwMRb,High Risk,35.81722222222223,7000.0,No Increase
Ncs3v2qbcyK3BjDw,High Risk,30.17833333333333,1000.0,No Increase
GeMStRIcQFyozTVT,High Risk,78.98555555555554,10000.0,No Increase
fCKW5G8ZLiBFUEGb,High Risk,96.86944444444448,7200.0,No Increase
nQF3YZPA2DK3CuN3,High Risk,35.51166666666667,3000.0,No Increase
4R5MsgFJSrAoFuq1,High Risk,38.805000000000014,300.0,No Increase
Yp9sm3etWIKt3KNg,High Risk,296.35222222222217,5000.0,No Increase
40usM7fMZZih5cSU,High Risk,39.48444444444445,3000.0,No Increase
DnszdaNrgnnaW6Wh,High Risk,38.69833333333335,4000.0,No Increase
O9Xd8qHyZTc8iMnS,High Risk,89.44444444444444,4000.0,No Increase
6oxItYCjD6kFJdyW,High Risk,111.19388888888888,9600.0,No Increase
1JdEXYO9YZIIk5Ys,High Risk,78.85000000000002,8000.0,No Increase
MihFd92fTQWmpHmG,High Risk,66.88944444444442,2500.0,No Increase
x6nd7lWdG999K8Rf,High Risk,16.30833333333333,2500.0,No Increase
yTqIemNSdeOQ02Fd,Watchlist,204.6211111111111,,Data Missing
qfpqivnetq0XZKdv,High Risk,16.47555555555556,500.0,No Increase
ZW36U073d4i92Z5L,High Risk,20.73944444444444,800.0,No Increase
1tGsnSNwSEkR7EuK,High Risk,63.88888888888888,1700.0,No Increase
j1qPKmviel3r7upQ,Very Low Risk,151.1761111111111,7500.0,375.0
dEIm0duIJH6kNCRc,High Risk,26.235,9000.0,No Increase
XVQhbHvKAsOXCey4,Very Low Risk,204.6211111111111,4300.0,215.0
AyP9c2EVBAYIDBLA,High Risk,129.9077777777778,6037.0,No Increase
xWVUytRRcin125po,High Risk,18.157222222222224,400.0,No Increase
L08KZM6Wd4dLzIAW,Very Low Risk,204.6211111111111,2500.0,125.0
JFJuculqAlSJQ34K,High Risk,272.2744444444445,7700.0,No Increase
n6IoOoRVWYsk8TaR,High Risk,189.08722222222215,8000.0,No Increase
weCFJdq2ylgZS4t1,Very Low Risk,204.6211111111111,5000.0,250.0
9zyoyIhn9DcTSEbN,High Risk,37.57055555555556,1500.0,No Increase
ozaazK8CM0uTfiY8,High Risk,33.99611111111111,7500.0,No Increase
bMYU8bxxEg18VbWt,High Risk,86.15333333333334,1000.0,No Increase
HCw7GHze42ggq0QV,High Risk,204.6211111111111,2800.0,No Increase
pGE55ylvBVcZe4Jn,High Risk,40.70055555555557,400.0,No Increase
UBMfQQF0iEdVmlxX,Very Low Risk,204.6211111111111,6000.0,300.0
iX0EG53WsJpPC7YA,High Risk,40.1161111111111,3000.0,No Increase
nsRrEl0IA9IfI7cH,Very Low Risk,372.5077777777778,4500.0,225.0
MQ8XQz0wBEIFpyWr,High Risk,300.2855555555556,3000.0,No Increase
IkwMKwIoXjLSyo5y,Very Low Risk,206.60055555555556,6000.0,300.0
XIv6auxtI2E1rZxD,High Risk,62.278888888888886,1300.0,No Increase
dHoqfmiBD7qkWRjk,High Risk,48.36055555555557,5500.0,No Increase
8to5HGP9gN551J84,Very Low Risk,204.6211111111111,2500.0,125.0
LiIcz0dRjvoGsV8h,Watchlist,204.6211111111111,,Data Missing
jH5U4JVAnsbhpiiA,Low Risk,204.6211111111111,2200.0,110.0
exFmA1vh45AbEEL4,High Risk,108.6611111111111,2600.0,No Increase
nuGUYJ75l6Mopfss,Very Low Risk,27.263333333333332,6000.0,300.0
BKyy6xdpFgQWGTPv,High Risk,26.856666666666676,500.0,No Increase
NJX4RAxMbbByN2hL,Watchlist,36.44944444444445,2000.0,Banker Decision
6F80EQzp5KEKgjN8,High Risk,48.7272222222222,4000.0,No Increase
rAe8O0Z54YWp0Oja,High Risk,39.309444444444445,2800.0,No Increase
9VPMKYPQuw4gR4wk,High Risk,128.61055555555555,2300.0,No Increase
QyPOi63oXgkA18xb,High Risk,44.33555555555555,2000.0,No Increase
VY4LdiJCEgGSzsN2,High Risk,437.711111111111,5400.0,No Increase
5LtaUij0JQr2yOjP,Very Low Risk,12.73944444444444,4000.0,200.0
8CccwvWajtt9uQKv,High Risk,53.45166666666668,3300.0,No Increase
HZysktycLZhlTWSI,High Risk,62.91500000000001,900.0,No Increase
UykX0FKLYEdN2BDB,High Risk,39.59222222222222,1500.0,No Increase
fHSd57oPmtK1poUm,Very Low Risk,13.320555555555558,5000.0,250.0
ADsl3pTWcPFyouZQ,Watchlist,204.6211111111111,,Data Missing
ORv9n9yrWkVGjeyZ,High Risk,82.1522222222222,7200.0,No Increase
NJniRE2MjasGXm1n,High Risk,50.43666666666665,3500.0,No Increase
htFySpC3Pkb6dREw,High Risk,27.93111111111111,6900.0,No Increase
tjfUyZjatEXbmw14,High Risk,65.34722222222221,1600.0,No Increase
Ix4wveQwPq1FcsS2,Watchlist,34.56166666666667,800.0,Banker Decision
jhhWs5hZxF2UAZyR,High Risk,25.17222222222222,700.0,No Increase
pCz3B3yfpXlORZcD,High Risk,27.27777777777777,100.0,No Increase
1oQvn7g1MwL96SWj,Very Low Risk,19.53,5000.0,250.0
MuiwYUguPgXqy5Ui,High Risk,204.6211111111111,850.0,No Increase
wKsthWPJvS2LwdEq,High Risk,26.85000000000001,10000.0,No Increase
SATnaIlIMXSMBV6y,High Risk,15.83,200.0,No Increase
X8No6tA0JnjJJGcu,Low Risk,25.741111111111103,7200.0,360.0
RjrNuAyfTC24XuFH,High Risk,63.61333333333332,500.0,No Increase
1l1xOXtX50VVhM4V,High Risk,136.0061111111111,10000.0,No Increase
WgfnCnJZouAYTJxe,High Risk,199.7755555555556,10000.0,No Increase
WKVeiOBHbpd9eTrN,High Risk,19.988888888888887,4500.0,No Increase
EPhxGi1XLOKXzrgD,High Risk,99.60277777777776,8000.0,No Increase
VNzenQpJSODFxJRS,High Risk,25.865,800.0,No Increase
ep1uqMOMMbxUphvz,High Risk,31.08555555555554,2000.0,No Increase
nvU5XT7A7MsErgBl,High Risk,1023.1783333333332,23000.0,No Increase
6k1cWCXDtVFduNyU,Very Low Risk,204.6211111111111,4500.0,225.0
JSrI4vFfXv01z7OQ,High Risk,62.12444444444446,16500.0,No Increase
bfW1VmtYglGLM7Z6,High Risk,14.96388888888889,1800.0,No Increase
MzSexScs23t7sS0g,High Risk,55.111666666666665,1700.0,No Increase
r8J5ZZTHeOwdOEEW,High Risk,26.89888888888889,1800.0,No Increase
XsWSmSZE3RDD3MQm,Watchlist,204.6211111111111,,Data Missing
tCp5UkndUQcZUlFN,High Risk,40.80222222222224,3500.0,No Increase
X92yE49VgrliOtSZ,High Risk,18.163888888888884,2500.0,No Increase
13U6Xlfl0akZuE5q,High Risk,46.95944444444444,3300.0,No Increase
SYwsmkzbbmuIiMx8,High Risk,16.677222222222227,900.0,No Increase
CxpQXtzxUS7Enbqy,Low Risk,204.6211111111111,1000.0,50.0
zASRsge7ARFvkE2E,Very Low Risk,178.58111111111117,9000.0,450.0
cizyu4z0cNqbw6qS,High Risk,78.55166666666669,9600.0,No Increase
mN4X331f76WN1ryv,High Risk,40.91499999999999,6000.0,No Increase
VWmFptsCR2T4rv7K,High Risk,63.801666666666655,8000.0,No Increase
dNsFpRKRAPA0gCpD,High Risk,162.21277777777772,9000.0,No Increase
4mF2ZqEWIPLSL6qd,High Risk,25.151666666666667,500.0,No Increase
TPx1cz4wuscRjXV8,High Risk,73.31500000000003,2500.0,No Increase
KmSbL9iydV7PqxpQ,High Risk,39.33055555555556,4000.0,No Increase
CaLKUvlVWC2Qh19Z,High Risk,351.62277777777774,9200.0,No Increase
rqcURMgEptI6jtBk,High Risk,68.72666666666665,2500.0,No Increase
vBCT0ZM7yZJRJ156,High Risk,491.4044444444444,2000.0,No Increase
XuR7S7xISkTQhg7m,High Risk,95.97388888888892,2700.0,No Increase
7tgkJJCqHgbZErXC,High Risk,21.252222222222212,1300.0,No Increase
b1Ddf5uNR9I3ab88,High Risk,44.63666666666667,8000.0,No Increase
lBn2gqhWFoqxTJQE,High Risk,38.92388888888889,13000.0,No Increase
oUZK4RKCbDqVT9pA,High Risk,25.49388888888888,700.0,No Increase
lBQFLJ0OSUHzOEB8,High Risk,40.27833333333334,4400.0,No Increase
5XXfLNfrRspzKXKa,High Risk,26.33666666666667,3000.0,No Increase
YN9vINSeulXl9eaW,High Risk,42.88333333333333,12000.0,No Increase
RUATB0r0s0QELsfQ,High Risk,12.718888888888886,3000.0,No Increase
sh5HMrhfjBma0qa5,High Risk,168.20277777777784,2500.0,No Increase
Ox2kiBpur0ae5Tm6,High Risk,119.9922222222222,3000.0,No Increase
PKJAH86pYx8HcdZ4,High Risk,37.19611111111111,1400.0,No Increase
p8mpiEtCJhvi6u5i,Very Low Risk,13.380000000000004,4500.0,225.0
ZcJNZaOuOsUd53aW,High Risk,28.51444444444444,7000.0,No Increase
0NJkJ1Ju1Z0baHc9,High Risk,31.713333333333328,9000.0,No Increase
ekN9aKQt2GmgXzoC,High Risk,35.28166666666668,5000.0,No Increase
Q17QO3T5e1f70BDL,High Risk,73.42611111111108,2000.0,No Increase
YPEJxeHGSluF4lgH,Watchlist,14.115000000000002,8000.0,Banker Decision
AlRCWkUJ5ZuPUm17,High Risk,26.582777777777785,2000.0,No Increase
nPPB7bLRbVECw9vX,High Risk,39.25611111111112,3000.0,No Increase
dGnun2ebC6CDuSMJ,Watchlist,204.6211111111111,4500.0,Banker Decision
fgdE62F38jJwthfE,High Risk,78.76222222222225,1400.0,No Increase
xedLirpU4dEiVHRG,High Risk,204.6211111111111,2000.0,No Increase
xFJDgHeX7e8GOOxc,High Risk,16.965,11000.0,No Increase
2Y8URtsHQwVHJoeA,High Risk,33.035555555555554,2500.0,No Increase
VGVVG8dqXgZut7iM,High Risk,35.16499999999999,5500.0,No Increase
MKiM0owUPbGvdcUv,High Risk,172.2594444444445,10000.0,No Increase
KXPbJwgyUEnBYEKE,Very Low Risk,13.925555555555556,2800.0,140.0
em5o3jSqTgO4Yzp8,High Risk,41.60333333333334,500.0,No Increase
aUXa5kNWO0C7ssrb,High Risk,54.94166666666666,1000.0,No Increase
QvLPzN2MKXQqX4zX,Watchlist,204.6211111111111,,Data Missing
qUhzf6aCUu8jE9F1,High Risk,67.43666666666667,3500.0,No Increase
GiZvyKhbJPmpPr8q,High Risk,88.34777777777776,48000.0,No Increase
kHmpytqWcG1MaVXw,High Risk,36.43555555555557,3000.0,No Increase
D4eiKbYBSb9T8Vys,High Risk,25.825000000000003,1500.0,No Increase
8lJd1NjZAoqfs9zW,High Risk,239.10222222222217,7300.0,No Increase
Sb2mw8gOnwdA4Bxq,Watchlist,204.6211111111111,,Data Missing
HLr99FlqViZRdqoO,High Risk,258.2733333333333,4000.0,No Increase
T6CGJRNeeJwOHcUJ,Very Low Risk,44.97444444444444,2000.0,100.0
RK1JW00UZyS62TNg,Very Low Risk,204.6211111111111,6000.0,300.0
8lQRZLc0WWM0UfKO,High Risk,510.85833333333335,3000.0,No Increase
S7CCiL7uEIjyVjEP,High Risk,204.6211111111111,18000.0,No Increase
lnzDhcTC8MfUw7Ur,High Risk,41.575555555555546,4000.0,No Increase
g6THcPkj80oh9e0e,High Risk,89.18055555555554,8000.0,No Increase
776Avnu3Wr5CO5QX,High Risk,94.9955555555556,10000.0,No Increase
lpdZaXx08QTALTGV,High Risk,37.09111111111111,1500.0,No Increase
A9RLoO1AfKQENBbP,High Risk,97.24944444444448,400.0,No Increase
3RRexpii14MmQ95D,High Risk,114.18666666666668,7000.0,No Increase
o7jiOg1wsHLU5T1C,Watchlist,204.6211111111111,,Data Missing
z6kHBdLF7ZIGV0fd,High Risk,251.28666666666663,2000.0,No Increase
WRQQ67lGLi6FL8us,Watchlist,204.6211111111111,,Data Missing
qWG7Op5NNIfaB5jb,High Risk,26.87555555555555,2500.0,No Increase
22kJFfMU7b8oWWxR,Watchlist,19.682222222222222,,Data Missing
oPOghVpM9iwsr0yD,High Risk,47.81,4800.0,No Increase
en0cY50YHPn6hdXS,Very Low Risk,204.6211111111111,5000.0,250.0
7JTFie1zCjNXL9NZ,Very Low Risk,35.988333333333344,6500.0,325.0
ivMlPIAFHyIJkGPZ,High Risk,52.07111111111112,2000.0,No Increase
9t5iQM5b3ySy42pG,High Risk,19.823333333333327,2500.0,No Increase
4BqFSzX2FBVJ45AT,High Risk,204.6211111111111,8800.0,No Increase
mesftXhGZ6L7RdaD,High Risk,204.6211111111111,10200.0,No Increase
Jyw7yt1QC8M1XhTK,High Risk,22.33111111111112,4200.0,No Increase
IKckCCVZJ8F4kZfP,High Risk,108.68166666666669,3500.0,No Increase
Wh5cO3OvKLmZLjip,High Risk,43.76333333333334,4000.0,No Increase
D1kyO1xx4N0mMYaf,Low Risk,12.938333333333333,300.0,15.0
MzE2ofLUpg1PwuxD,High Risk,204.6211111111111,2500.0,No Increase
YKi3q4f9h8umC3bb,High Risk,40.67499999999998,4500.0,No Increase
avid3efxink4ntXW,High Risk,30.55166666666667,2000.0,No Increase
vZZPM1Eu5BWZEGny,Low Risk,15.901666666666662,3000.0,150.0
MGZfCOoi2F4h9uJo,High Risk,40.228333333333325,300.0,No Increase
ZtKg6fovdypAjkAI,High Risk,25.96999999999999,1000.0,No Increase
